Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveRangeWithVariablePatch) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
.,io.spring.initializr.metadata,DependencyTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.Dependency
.,io.spring.initializr.metadata,TypeTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.Type
.,io.spring.initializr.metadata,SingleSelectCapabilityTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.SingleSelectCapability
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomNoVersion) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomUnknownRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomUnknownAdditionalBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomUnknownAdditionalBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomCompatibilityRangeMapping) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomCompatibilityRangeMappingUnknownRepo) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidBomCompatibilityRangeMappingUnknownAdditionalBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration; io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration; io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.Dependency.getVersion; io.spring.initializr.metadata.Dependency.resolve
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.Dependency.getVersion; io.spring.initializr.metadata.Dependency.resolve
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (updateSpringBootVersions) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (invalidParentMissingVersion) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (stripInvalidCharsFromPackage) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TextCapability.setContent; io.spring.initializr.metadata.InitializrMetadata.getGroupId
.,io.spring.initializr.metadata,InitializrMetadataTests,Law of Demeter violation,The tool detected the smell in this method (stripInvalidCharsFromPackage) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getArtifactId; io.spring.initializr.metadata.TextCapability.setContent
